order_id,created_at,customer_id,merchant_id,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,delivery_method,items_count,weight_kg,order_value_usd,currency,status,priority,pickup_address
o_000300,2026-02-23T20:02:11.387716+00:00,c_8448,m_32289060,-17.836016,31.042825,-17.843519,31.114822,motorcycle,1,1.7,17.46,USD,RAW,0,Restaurant 24
o_000301,2026-02-23T20:01:11.387716+00:00,c_2734,m_e490e5b1,-17.777103,31.030462,-17.837602,31.03683,motorcycle,3,3.1,57.25,USD,RAW,0,Restaurant 36
o_000302,2026-02-23T20:06:11.387716+00:00,c_5108,m_b7748eb6,-17.78783,31.065698,-17.723929,31.069758,motorcycle,2,4.2,36.63,USD,RAW,0,Restaurant 34
o_000303,2026-02-23T19:56:11.387716+00:00,c_2812,m_32289060,-17.836016,31.042825,-17.808342,31.002431,motorcycle,2,0.9,15.99,USD,RAW,0,Restaurant 24
o_000304,2026-02-23T20:11:11.387716+00:00,c_8822,m_00afd979,-17.857909,31.045234,-17.859955,31.04809,motorcycle,2,0.9,44.94,USD,RAW,0,Restaurant 19
o_000305,2026-02-23T19:52:11.387716+00:00,c_8787,m_12095ed3,-17.851467,31.089406,-17.828101,31.018237,car,5,0.7,53.86,USD,RAW,0,Restaurant 26
o_000306,2026-02-23T19:23:11.387716+00:00,c_4158,m_3c00bf0a,-17.826355,31.038803,-17.876572,31.109824,car,3,7.6,21.01,USD,RAW,0,Restaurant 39
o_000307,2026-02-23T20:07:11.387716+00:00,c_8514,m_c8470af9,-17.814399,31.069554,-17.841149,31.09107,car,4,1.4,14.04,USD,RAW,0,Restaurant 12
o_000308,2026-02-23T19:36:11.387716+00:00,c_7548,m_c8470af9,-17.814399,31.069554,-17.836064,31.147784,motorcycle,2,2.7,7.27,USD,RAW,0,Restaurant 12
o_000309,2026-02-23T19:22:11.387716+00:00,c_7650,m_32289060,-17.836016,31.042825,-17.909671,30.965726,motorcycle,5,3.2,42.97,USD,RAW,0,Restaurant 24
o_000310,2026-02-23T19:34:11.387716+00:00,c_9897,m_e0f744d1,-17.816355,31.041408,-17.793433,31.087247,car,3,1.5,28.42,USD,RAW,0,Restaurant 38
o_000311,2026-02-23T19:45:11.387716+00:00,c_8875,m_85c859e7,-17.818204,31.053733,-17.854887,31.109755,motorcycle,2,5.7,34.14,USD,RAW,0,Restaurant 32
o_000312,2026-02-23T19:25:11.387716+00:00,c_9102,m_c0239d76,-17.798628,31.061797,-17.782576,31.001062,motorcycle,4,1.2,19.01,USD,RAW,0,Restaurant 13
o_000313,2026-02-23T19:35:11.387716+00:00,c_1211,m_f8670ce7,-17.779151,31.014264,-17.761591,31.076087,motorcycle,5,1.2,11.49,USD,RAW,0,Restaurant 2
o_000314,2026-02-23T19:12:11.387716+00:00,c_5162,m_7c2f97a2,-17.807915,31.055598,-17.887801,31.11892,motorcycle,2,5.1,46.08,USD,RAW,0,Restaurant 20
o_000315,2026-02-23T19:29:11.387716+00:00,c_3402,m_d0b4213e,-17.790382,31.070974,-17.746883,31.049243,motorcycle,2,3.0,12.14,USD,RAW,0,Restaurant 11
o_000316,2026-02-23T19:28:11.387716+00:00,c_6479,m_bb329cae,-17.85212,31.010611,-17.927901,30.989345,motorcycle,3,7.9,22.42,USD,RAW,0,Restaurant 37
o_000317,2026-02-23T19:19:11.387716+00:00,c_9593,m_838fa36b,-17.803645,31.030746,-17.856506,31.027287,motorcycle,5,1.2,7.39,USD,RAW,0,Restaurant 9
o_000318,2026-02-23T19:35:11.387716+00:00,c_5845,m_e95f06c0,-17.800911,31.076042,-17.827104,31.152935,motorcycle,4,5.6,13.0,USD,RAW,0,Restaurant 8
o_000319,2026-02-23T19:48:11.387716+00:00,c_6701,m_e95f06c0,-17.800911,31.076042,-17.858191,31.033864,motorcycle,1,3.6,50.57,USD,RAW,0,Restaurant 8
o_000320,2026-02-23T19:41:11.387716+00:00,c_6264,m_d6228cc2,-17.808736,31.022907,-17.787182,30.960759,motorcycle,4,7.8,10.25,USD,RAW,0,Restaurant 7
o_000321,2026-02-23T19:20:11.387716+00:00,c_4920,m_5f81581f,-17.775717,31.100696,-17.727558,31.085657,motorcycle,5,7.9,38.2,USD,RAW,0,Restaurant 10
o_000322,2026-02-23T19:56:11.387716+00:00,c_1996,m_e490e5b1,-17.777103,31.030462,-17.766584,31.047885,car,3,4.2,28.96,USD,RAW,0,Restaurant 36
o_000323,2026-02-23T19:16:11.387716+00:00,c_6638,m_c8470af9,-17.814399,31.069554,-17.835725,31.078672,motorcycle,3,6.5,51.44,USD,RAW,1,Restaurant 12
o_000324,2026-02-23T19:44:11.387716+00:00,c_4004,m_39c08352,-17.866952,31.004324,-17.932249,31.035599,motorcycle,5,5.1,12.18,USD,RAW,0,Restaurant 35
o_000325,2026-02-23T19:48:11.387716+00:00,c_7059,m_e490e5b1,-17.777103,31.030462,-17.711622,30.999286,motorcycle,2,3.4,36.25,USD,RAW,0,Restaurant 36
o_000326,2026-02-23T19:29:11.387716+00:00,c_2068,m_bea61bd0,-17.827623,31.092372,-17.786283,31.102808,motorcycle,5,7.6,35.91,USD,RAW,0,Restaurant 40
o_000327,2026-02-23T19:15:11.387716+00:00,c_6573,m_b7748eb6,-17.78783,31.065698,-17.841663,30.986967,motorcycle,2,4.8,18.74,USD,RAW,1,Restaurant 34
o_000328,2026-02-23T19:53:11.387716+00:00,c_8717,m_644e4554,-17.864093,31.094643,-17.837516,31.085034,motorcycle,3,0.6,26.77,USD,RAW,1,Restaurant 1
o_000329,2026-02-23T19:39:11.387716+00:00,c_4636,m_644e4554,-17.864093,31.094643,-17.913635,31.140493,motorcycle,3,2.6,16.12,USD,RAW,0,Restaurant 1
o_000330,2026-02-23T20:06:11.387716+00:00,c_7306,m_04991748,-17.864421,31.068484,-17.889338,31.065284,motorcycle,1,7.5,41.84,USD,RAW,1,Restaurant 31
o_000331,2026-02-23T19:35:11.387716+00:00,c_4213,m_c0239d76,-17.798628,31.061797,-17.833177,30.982501,car,3,4.6,59.97,USD,RAW,0,Restaurant 13
o_000332,2026-02-23T19:18:11.387716+00:00,c_6153,m_e092a60c,-17.845278,31.013093,-17.85827,31.085458,motorcycle,5,7.5,34.42,USD,RAW,1,Restaurant 14
o_000333,2026-02-23T19:38:11.387716+00:00,c_4085,m_e092a60c,-17.845278,31.013093,-17.839413,31.08903,motorcycle,2,6.0,17.73,USD,RAW,0,Restaurant 14
o_000334,2026-02-23T19:22:11.387716+00:00,c_9356,m_6064c7e6,-17.818828,31.08103,-17.883603,31.092687,motorcycle,3,5.1,19.48,USD,RAW,0,Restaurant 29
o_000335,2026-02-23T19:16:11.387716+00:00,c_4357,m_f8670ce7,-17.779151,31.014264,-17.705766,31.055011,car,3,5.7,50.63,USD,RAW,0,Restaurant 2
o_000336,2026-02-23T19:57:11.387716+00:00,c_6436,m_d0b4213e,-17.790382,31.070974,-17.83434,31.097039,motorcycle,2,7.1,40.57,USD,RAW,1,Restaurant 11
o_000337,2026-02-23T19:24:11.387716+00:00,c_8709,m_744ccee0,-17.812574,31.085557,-17.823705,31.017235,motorcycle,5,3.3,27.86,USD,RAW,0,Restaurant 17
o_000338,2026-02-23T19:20:11.387716+00:00,c_4561,m_a066eaf9,-17.857506,31.013548,-17.778967,31.023162,motorcycle,3,0.9,17.8,USD,RAW,0,Restaurant 4
o_000339,2026-02-23T19:57:11.387716+00:00,c_3881,m_f8670ce7,-17.779151,31.014264,-17.760668,30.944728,motorcycle,1,1.8,34.14,USD,RAW,0,Restaurant 2
o_000340,2026-02-23T20:09:11.387716+00:00,c_6598,m_838fa36b,-17.803645,31.030746,-17.756796,30.99566,motorcycle,4,7.5,18.34,USD,RAW,0,Restaurant 9
o_000341,2026-02-23T19:31:11.387716+00:00,c_2195,m_6064c7e6,-17.818828,31.08103,-17.800974,31.15272,motorcycle,1,6.2,34.02,USD,RAW,0,Restaurant 29
o_000342,2026-02-23T19:44:11.387716+00:00,c_6906,m_1c6a02ff,-17.823933,31.081858,-17.86285,31.155211,motorcycle,2,5.3,9.78,USD,RAW,0,Restaurant 18
o_000343,2026-02-23T19:49:11.387716+00:00,c_7274,m_32289060,-17.836016,31.042825,-17.897361,31.035618,motorcycle,2,5.9,37.92,USD,RAW,0,Restaurant 24
o_000344,2026-02-23T20:03:11.387716+00:00,c_7185,m_a066eaf9,-17.857506,31.013548,-17.82922,30.937853,motorcycle,4,2.4,53.47,USD,RAW,0,Restaurant 4
o_000345,2026-02-23T20:03:11.387716+00:00,c_5038,m_644e4554,-17.864093,31.094643,-17.860203,31.040343,motorcycle,5,3.6,32.35,USD,RAW,0,Restaurant 1
o_000346,2026-02-23T19:31:11.387716+00:00,c_4240,m_d0b4213e,-17.790382,31.070974,-17.832691,31.105156,motorcycle,4,3.5,26.45,USD,RAW,1,Restaurant 11
o_000347,2026-02-23T19:59:11.387716+00:00,c_4335,m_85c859e7,-17.818204,31.053733,-17.776483,31.006102,motorcycle,2,5.5,27.24,USD,RAW,0,Restaurant 32
o_000348,2026-02-23T19:35:11.387716+00:00,c_1739,m_bb329cae,-17.85212,31.010611,-17.785878,30.97174,motorcycle,3,7.3,8.78,USD,RAW,0,Restaurant 37
o_000349,2026-02-23T19:39:11.387716+00:00,c_6227,m_03b2bb12,-17.784561,31.051658,-17.759474,31.057915,motorcycle,3,6.2,6.61,USD,RAW,0,Restaurant 5
o_000350,2026-02-23T19:55:11.387716+00:00,c_7917,m_838fa36b,-17.803645,31.030746,-17.813122,31.076985,car,5,3.2,12.58,USD,RAW,0,Restaurant 9
o_000351,2026-02-23T19:31:11.387716+00:00,c_9085,m_b7748eb6,-17.78783,31.065698,-17.816124,31.111779,motorcycle,5,1.5,49.25,USD,RAW,0,Restaurant 34
o_000352,2026-02-23T19:43:11.387716+00:00,c_4291,m_744ccee0,-17.812574,31.085557,-17.808802,31.068678,motorcycle,1,4.5,37.48,USD,RAW,0,Restaurant 17
o_000353,2026-02-23T20:01:11.387716+00:00,c_3890,m_e490e5b1,-17.777103,31.030462,-17.791264,30.988307,motorcycle,3,6.4,12.44,USD,RAW,0,Restaurant 36
o_000354,2026-02-23T20:00:11.387716+00:00,c_8736,m_12095ed3,-17.851467,31.089406,-17.88334,31.012152,motorcycle,3,3.4,53.99,USD,RAW,0,Restaurant 26
o_000355,2026-02-23T20:07:11.387716+00:00,c_6869,m_ca098a15,-17.852305,31.07133,-17.779821,31.058753,motorcycle,2,4.5,20.0,USD,RAW,0,Restaurant 25
o_000356,2026-02-23T19:53:11.387716+00:00,c_1560,m_e092a60c,-17.845278,31.013093,-17.820206,31.092813,motorcycle,2,5.6,58.63,USD,RAW,0,Restaurant 14
o_000357,2026-02-23T19:47:11.387716+00:00,c_3275,m_0fa65dfb,-17.814282,31.041538,-17.780639,30.983159,motorcycle,3,2.7,54.32,USD,RAW,0,Restaurant 22
o_000358,2026-02-23T19:47:11.387716+00:00,c_5346,m_a066eaf9,-17.857506,31.013548,-17.8404,31.034258,motorcycle,5,1.4,40.0,USD,RAW,0,Restaurant 4
o_000359,2026-02-23T20:07:11.387716+00:00,c_7160,m_838fa36b,-17.803645,31.030746,-17.877761,31.018836,motorcycle,1,1.6,50.24,USD,RAW,0,Restaurant 9
o_000360,2026-02-23T19:55:11.387716+00:00,c_5369,m_d0b4213e,-17.790382,31.070974,-17.749707,31.055871,car,3,2.7,33.41,USD,RAW,0,Restaurant 11
o_000361,2026-02-23T19:41:11.387716+00:00,c_8200,m_dd53adad,-17.78651,31.048688,-17.777413,31.046439,motorcycle,2,0.9,20.16,USD,RAW,0,Restaurant 3
o_000362,2026-02-23T19:14:11.387716+00:00,c_6878,m_5648b3f0,-17.7955,31.081189,-17.866963,31.08923,motorcycle,4,1.5,24.99,USD,RAW,0,Restaurant 6
o_000363,2026-02-23T19:51:11.387716+00:00,c_2085,m_d6228cc2,-17.808736,31.022907,-17.781134,31.017442,car,1,8.0,28.22,USD,RAW,0,Restaurant 7
o_000364,2026-02-23T19:49:11.387716+00:00,c_9792,m_5f81581f,-17.775717,31.100696,-17.780353,31.175732,motorcycle,3,3.8,39.31,USD,RAW,0,Restaurant 10
o_000365,2026-02-23T19:43:11.387716+00:00,c_8986,m_03b2bb12,-17.784561,31.051658,-17.827597,31.05722,car,5,5.8,38.37,USD,RAW,0,Restaurant 5
o_000366,2026-02-23T19:14:11.387716+00:00,c_1269,m_51398e90,-17.860748,31.072302,-17.935788,31.022506,car,1,6.4,58.29,USD,RAW,0,Restaurant 23
o_000367,2026-02-23T19:33:11.387716+00:00,c_3309,m_838fa36b,-17.803645,31.030746,-17.773333,30.980813,car,2,6.7,46.35,USD,RAW,0,Restaurant 9
o_000368,2026-02-23T20:03:11.387716+00:00,c_4028,m_b7748eb6,-17.78783,31.065698,-17.833794,31.141612,motorcycle,2,3.5,56.29,USD,RAW,0,Restaurant 34
o_000369,2026-02-23T19:22:11.387716+00:00,c_4479,m_7c2f97a2,-17.807915,31.055598,-17.869517,31.082034,motorcycle,4,1.7,29.89,USD,RAW,0,Restaurant 20
o_000370,2026-02-23T20:08:11.387716+00:00,c_1950,m_cc3e74e9,-17.82413,31.022554,-17.897206,30.974,motorcycle,4,3.5,15.33,USD,RAW,0,Restaurant 30
o_000371,2026-02-23T19:39:11.387716+00:00,c_8545,m_e490e5b1,-17.777103,31.030462,-17.818804,30.987625,motorcycle,3,7.6,39.17,USD,RAW,0,Restaurant 36
o_000372,2026-02-23T19:58:11.387716+00:00,c_5165,m_101c13a8,-17.798679,31.015788,-17.772149,30.97642,motorcycle,4,4.7,37.5,USD,RAW,1,Restaurant 28
o_000373,2026-02-23T19:56:11.387716+00:00,c_2583,m_d6bd3430,-17.805394,31.047474,-17.763722,31.046807,car,5,3.8,25.83,USD,RAW,1,Restaurant 15
o_000374,2026-02-23T19:47:11.387716+00:00,c_7768,m_1c6a02ff,-17.823933,31.081858,-17.788247,31.157853,motorcycle,2,1.0,50.69,USD,RAW,0,Restaurant 18
o_000375,2026-02-23T19:56:11.387716+00:00,c_8883,m_5f3a65c1,-17.858136,31.060189,-17.906181,31.053596,motorcycle,1,6.5,59.12,USD,RAW,0,Restaurant 27
o_000376,2026-02-23T19:46:11.387716+00:00,c_9644,m_d0b4213e,-17.790382,31.070974,-17.794498,31.121638,car,5,1.7,45.15,USD,RAW,1,Restaurant 11
o_000377,2026-02-23T19:34:11.387716+00:00,c_5301,m_39c08352,-17.866952,31.004324,-17.840104,30.932855,motorcycle,1,2.8,20.48,USD,RAW,0,Restaurant 35
o_000378,2026-02-23T20:03:11.387716+00:00,c_1882,m_39c08352,-17.866952,31.004324,-17.907441,31.083915,motorcycle,1,4.8,42.74,USD,RAW,0,Restaurant 35
o_000379,2026-02-23T19:49:11.387716+00:00,c_3622,m_03b2bb12,-17.784561,31.051658,-17.840779,30.98134,motorcycle,1,5.0,5.32,USD,RAW,0,Restaurant 5
o_000380,2026-02-23T19:46:11.387716+00:00,c_4264,m_e490e5b1,-17.777103,31.030462,-17.713758,30.952456,motorcycle,2,2.2,38.73,USD,RAW,0,Restaurant 36
o_000381,2026-02-23T19:58:11.387716+00:00,c_6989,m_d6228cc2,-17.808736,31.022907,-17.761337,30.990519,motorcycle,5,7.6,26.34,USD,RAW,0,Restaurant 7
o_000382,2026-02-23T20:11:11.387716+00:00,c_5337,m_5f3a65c1,-17.858136,31.060189,-17.931281,31.054675,motorcycle,5,6.8,6.42,USD,RAW,0,Restaurant 27
o_000383,2026-02-23T19:19:11.387716+00:00,c_8899,m_ca098a15,-17.852305,31.07133,-17.844039,31.119074,car,5,4.2,49.92,USD,RAW,0,Restaurant 25
o_000384,2026-02-23T19:23:11.387716+00:00,c_3116,m_12095ed3,-17.851467,31.089406,-17.852366,31.058425,car,1,5.4,43.41,USD,RAW,0,Restaurant 26
o_000385,2026-02-23T19:47:11.387716+00:00,c_7515,m_744ccee0,-17.812574,31.085557,-17.870724,31.084061,car,5,2.8,58.98,USD,RAW,0,Restaurant 17
o_000386,2026-02-23T19:49:11.387716+00:00,c_1370,m_12095ed3,-17.851467,31.089406,-17.865058,31.152098,motorcycle,4,7.4,10.16,USD,RAW,0,Restaurant 26
o_000387,2026-02-23T19:50:11.387716+00:00,c_4745,m_d6bd3430,-17.805394,31.047474,-17.813815,31.000057,motorcycle,5,1.3,48.06,USD,RAW,0,Restaurant 15
o_000388,2026-02-23T20:00:11.387716+00:00,c_4109,m_00afd979,-17.857909,31.045234,-17.90608,31.077714,motorcycle,2,1.3,19.49,USD,RAW,0,Restaurant 19
o_000389,2026-02-23T19:48:11.387716+00:00,c_8519,m_d6228cc2,-17.808736,31.022907,-17.824213,30.954274,motorcycle,3,3.6,12.3,USD,RAW,0,Restaurant 7
o_000390,2026-02-23T19:53:11.387716+00:00,c_2151,m_bea61bd0,-17.827623,31.092372,-17.801881,31.153335,motorcycle,1,3.6,5.76,USD,RAW,1,Restaurant 40
o_000391,2026-02-23T20:08:11.387716+00:00,c_1885,m_ca098a15,-17.852305,31.07133,-17.904203,30.995234,motorcycle,2,6.8,11.33,USD,RAW,0,Restaurant 25
o_000392,2026-02-23T20:04:11.387716+00:00,c_9886,m_04991748,-17.864421,31.068484,-17.790342,31.100949,motorcycle,2,2.6,19.35,USD,RAW,0,Restaurant 31
o_000393,2026-02-23T20:00:11.387716+00:00,c_5851,m_99d60443,-17.817112,31.006194,-17.760087,31.026613,motorcycle,3,2.5,5.51,USD,RAW,0,Restaurant 33
o_000394,2026-02-23T19:30:11.387716+00:00,c_5283,m_c0239d76,-17.798628,31.061797,-17.857759,31.121035,motorcycle,2,3.3,21.89,USD,RAW,0,Restaurant 13
o_000395,2026-02-23T19:20:11.387716+00:00,c_1865,m_f8670ce7,-17.779151,31.014264,-17.739697,30.978907,motorcycle,4,6.8,15.06,USD,RAW,0,Restaurant 2
o_000396,2026-02-23T19:37:11.387716+00:00,c_7317,m_d6bd3430,-17.805394,31.047474,-17.839767,31.099417,car,5,3.6,39.84,USD,RAW,0,Restaurant 15
o_000397,2026-02-23T19:38:11.387716+00:00,c_4149,m_5648b3f0,-17.7955,31.081189,-17.862172,31.042686,motorcycle,1,6.0,24.38,USD,RAW,0,Restaurant 6
o_000398,2026-02-23T19:29:11.387716+00:00,c_7962,m_04991748,-17.864421,31.068484,-17.908722,31.021735,motorcycle,3,5.3,10.87,USD,RAW,0,Restaurant 31
o_000399,2026-02-23T20:07:11.387716+00:00,c_2710,m_0e4ff2d0,-17.808527,31.0529,-17.804738,31.063478,motorcycle,4,7.2,32.37,USD,RAW,0,Restaurant 16
o_000400,2026-02-23T19:52:11.387716+00:00,c_9892,m_1c6a02ff,-17.823933,31.081858,-17.845031,31.154428,car,2,6.7,23.89,USD,RAW,0,Restaurant 18
o_000401,2026-02-23T19:48:11.387716+00:00,c_6192,m_644e4554,-17.864093,31.094643,-17.913608,31.015242,motorcycle,1,7.4,41.5,USD,RAW,0,Restaurant 1
o_000402,2026-02-23T19:28:11.387716+00:00,c_2428,m_c0239d76,-17.798628,31.061797,-17.748748,31.07539,motorcycle,4,6.1,8.73,USD,RAW,0,Restaurant 13
o_000403,2026-02-23T19:23:11.387716+00:00,c_6055,m_5f81581f,-17.775717,31.100696,-17.72258,31.154144,motorcycle,1,6.9,40.76,USD,RAW,1,Restaurant 10
o_000404,2026-02-23T19:49:11.387716+00:00,c_7989,m_1c6a02ff,-17.823933,31.081858,-17.762961,31.145629,motorcycle,1,3.4,27.51,USD,RAW,0,Restaurant 18
o_000405,2026-02-23T19:18:11.387716+00:00,c_9781,m_1c6a02ff,-17.823933,31.081858,-17.776226,31.01595,motorcycle,3,3.6,59.24,USD,RAW,0,Restaurant 18
o_000406,2026-02-23T19:48:11.387716+00:00,c_1331,m_0fa65dfb,-17.814282,31.041538,-17.766031,30.964456,motorcycle,5,2.5,52.93,USD,RAW,0,Restaurant 22
o_000407,2026-02-23T19:45:11.387716+00:00,c_3958,m_5648b3f0,-17.7955,31.081189,-17.82686,31.006444,motorcycle,1,6.0,32.37,USD,RAW,0,Restaurant 6
o_000408,2026-02-23T19:59:11.387716+00:00,c_7967,m_c0239d76,-17.798628,31.061797,-17.873544,31.077205,motorcycle,4,2.7,6.74,USD,RAW,0,Restaurant 13
o_000409,2026-02-23T20:00:11.387716+00:00,c_9469,m_bea61bd0,-17.827623,31.092372,-17.880943,31.121812,motorcycle,1,1.5,53.96,USD,RAW,0,Restaurant 40
o_000410,2026-02-23T19:59:11.387716+00:00,c_7768,m_dd53adad,-17.78651,31.048688,-17.77311,31.075908,motorcycle,3,3.7,21.88,USD,RAW,0,Restaurant 3
o_000411,2026-02-23T19:27:11.387716+00:00,c_9085,m_5f81581f,-17.775717,31.100696,-17.74335,31.133005,car,3,5.8,49.13,USD,RAW,0,Restaurant 10
o_000412,2026-02-23T19:59:11.387716+00:00,c_5651,m_51398e90,-17.860748,31.072302,-17.867848,31.078963,motorcycle,5,4.8,41.39,USD,RAW,0,Restaurant 23
o_000413,2026-02-23T19:20:11.387716+00:00,c_6086,m_12095ed3,-17.851467,31.089406,-17.87329,31.134626,car,2,3.9,17.03,USD,RAW,0,Restaurant 26
o_000414,2026-02-23T19:58:11.387716+00:00,c_8471,m_39c08352,-17.866952,31.004324,-17.896425,30.926309,motorcycle,2,2.4,7.83,USD,RAW,0,Restaurant 35
o_000415,2026-02-23T19:35:11.387716+00:00,c_5457,m_ca098a15,-17.852305,31.07133,-17.878129,31.088714,motorcycle,3,6.2,38.79,USD,RAW,0,Restaurant 25
o_000416,2026-02-23T19:54:11.387716+00:00,c_5045,m_99d60443,-17.817112,31.006194,-17.869118,30.932928,car,3,1.6,21.88,USD,RAW,0,Restaurant 33
o_000417,2026-02-23T19:52:11.387716+00:00,c_9504,m_c0239d76,-17.798628,31.061797,-17.731938,31.042885,car,5,1.7,26.49,USD,RAW,0,Restaurant 13
o_000418,2026-02-23T19:15:11.387716+00:00,c_5492,m_5648b3f0,-17.7955,31.081189,-17.833718,31.005492,motorcycle,4,7.3,23.68,USD,RAW,0,Restaurant 6
o_000419,2026-02-23T19:44:11.387716+00:00,c_9118,m_cc3e74e9,-17.82413,31.022554,-17.852487,31.005245,motorcycle,2,6.2,19.42,USD,RAW,0,Restaurant 30
o_000420,2026-02-23T19:50:11.387716+00:00,c_4662,m_5648b3f0,-17.7955,31.081189,-17.819389,31.058812,motorcycle,3,2.8,54.46,USD,RAW,0,Restaurant 6
o_000421,2026-02-23T19:18:11.387716+00:00,c_3697,m_04991748,-17.864421,31.068484,-17.847722,31.000982,car,2,6.3,29.67,USD,RAW,0,Restaurant 31
o_000422,2026-02-23T20:08:11.387716+00:00,c_4338,m_00afd979,-17.857909,31.045234,-17.905353,30.973078,motorcycle,5,1.3,50.27,USD,RAW,0,Restaurant 19
o_000423,2026-02-23T19:51:11.387716+00:00,c_8577,m_00afd979,-17.857909,31.045234,-17.81587,31.020235,motorcycle,3,7.6,59.96,USD,RAW,0,Restaurant 19
o_000424,2026-02-23T19:17:11.387716+00:00,c_7043,m_d6228cc2,-17.808736,31.022907,-17.787274,30.968165,car,4,7.0,17.93,USD,RAW,0,Restaurant 7
o_000425,2026-02-23T19:41:11.387716+00:00,c_6611,m_b7748eb6,-17.78783,31.065698,-17.813958,31.019633,car,1,2.8,28.93,USD,RAW,0,Restaurant 34
o_000426,2026-02-23T20:10:11.387716+00:00,c_9880,m_dd53adad,-17.78651,31.048688,-17.810545,31.064362,motorcycle,4,7.7,11.81,USD,RAW,0,Restaurant 3
o_000427,2026-02-23T20:11:11.387716+00:00,c_2012,m_f8670ce7,-17.779151,31.014264,-17.857717,30.968204,motorcycle,4,6.0,18.56,USD,RAW,1,Restaurant 2
o_000428,2026-02-23T19:15:11.387716+00:00,c_6413,m_ca098a15,-17.852305,31.07133,-17.786927,31.107081,motorcycle,4,4.2,34.27,USD,RAW,0,Restaurant 25
o_000429,2026-02-23T19:41:11.387716+00:00,c_9589,m_0e4ff2d0,-17.808527,31.0529,-17.874523,31.043046,motorcycle,4,5.0,38.48,USD,RAW,0,Restaurant 16
o_000430,2026-02-23T19:15:11.387716+00:00,c_9181,m_ca098a15,-17.852305,31.07133,-17.827815,31.101487,car,5,2.5,26.59,USD,RAW,0,Restaurant 25
o_000431,2026-02-23T20:06:11.387716+00:00,c_7095,m_bb329cae,-17.85212,31.010611,-17.903057,30.941544,motorcycle,3,7.9,24.53,USD,RAW,0,Restaurant 37
o_000432,2026-02-23T19:40:11.387716+00:00,c_3464,m_6064c7e6,-17.818828,31.08103,-17.890771,31.099821,motorcycle,4,6.6,38.05,USD,RAW,0,Restaurant 29
o_000433,2026-02-23T20:01:11.387716+00:00,c_9237,m_5f81581f,-17.775717,31.100696,-17.730049,31.105663,motorcycle,1,6.2,7.59,USD,RAW,0,Restaurant 10
o_000434,2026-02-23T19:49:11.387716+00:00,c_8125,m_1c6a02ff,-17.823933,31.081858,-17.806976,31.146369,car,2,0.7,45.34,USD,RAW,0,Restaurant 18
o_000435,2026-02-23T19:17:11.387716+00:00,c_6831,m_e95f06c0,-17.800911,31.076042,-17.820622,31.023586,motorcycle,1,5.7,17.1,USD,RAW,0,Restaurant 8
o_000436,2026-02-23T19:33:11.387716+00:00,c_6957,m_cc3e74e9,-17.82413,31.022554,-17.883566,30.986908,motorcycle,1,7.2,47.2,USD,RAW,0,Restaurant 30
o_000437,2026-02-23T20:00:11.387716+00:00,c_7848,m_04991748,-17.864421,31.068484,-17.930688,31.096123,motorcycle,4,3.1,45.83,USD,RAW,1,Restaurant 31
o_000438,2026-02-23T19:38:11.387716+00:00,c_2948,m_bea61bd0,-17.827623,31.092372,-17.884245,31.127374,motorcycle,4,7.7,41.22,USD,RAW,0,Restaurant 40
o_000439,2026-02-23T20:09:11.387716+00:00,c_3652,m_cc3e74e9,-17.82413,31.022554,-17.847642,31.052754,motorcycle,4,6.2,26.77,USD,RAW,0,Restaurant 30
o_000440,2026-02-23T19:20:11.387716+00:00,c_8088,m_32289060,-17.836016,31.042825,-17.8927,31.006477,car,1,6.5,53.28,USD,RAW,0,Restaurant 24
o_000441,2026-02-23T19:18:11.387716+00:00,c_1726,m_51398e90,-17.860748,31.072302,-17.930452,31.018437,motorcycle,2,0.7,36.17,USD,RAW,0,Restaurant 23
o_000442,2026-02-23T19:16:11.387716+00:00,c_4992,m_e95f06c0,-17.800911,31.076042,-17.776764,31.040576,motorcycle,2,7.4,43.44,USD,RAW,0,Restaurant 8
o_000443,2026-02-23T19:34:11.387716+00:00,c_9016,m_5f3a65c1,-17.858136,31.060189,-17.85727,30.991506,motorcycle,3,1.8,9.35,USD,RAW,0,Restaurant 27
o_000444,2026-02-23T20:02:11.387716+00:00,c_5929,m_0fa65dfb,-17.814282,31.041538,-17.82439,31.093137,motorcycle,2,1.7,13.17,USD,RAW,1,Restaurant 22
o_000445,2026-02-23T19:19:11.387716+00:00,c_8038,m_85c859e7,-17.818204,31.053733,-17.795055,31.029228,motorcycle,3,0.8,50.2,USD,RAW,0,Restaurant 32
o_000446,2026-02-23T20:08:11.387716+00:00,c_1118,m_5f3a65c1,-17.858136,31.060189,-17.806719,31.092658,motorcycle,2,6.9,35.03,USD,RAW,0,Restaurant 27
o_000447,2026-02-23T19:33:11.387716+00:00,c_4798,m_ca098a15,-17.852305,31.07133,-17.826499,31.006688,motorcycle,3,7.9,48.64,USD,RAW,0,Restaurant 25
o_000448,2026-02-23T19:59:11.387716+00:00,c_1049,m_5f81581f,-17.775717,31.100696,-17.815061,31.118817,motorcycle,3,3.2,29.74,USD,RAW,0,Restaurant 10
o_000449,2026-02-23T19:23:11.387716+00:00,c_3531,m_ca098a15,-17.852305,31.07133,-17.908274,31.083524,motorcycle,1,7.8,37.68,USD,RAW,0,Restaurant 25
